cause_id cause_name mapTarget
379 "Other maternal disorders" O2909
385 "Other neonatal disorders" P0515
379 "Other maternal disorders" O3441
652 "Other congenital birth defects" Q828
707 "Other exposure to mechanical forces" W4909XS
379 "Other maternal disorders" O403XX3
657 Pyoderma L9720
385 "Other neonatal disorders" P525
379 "Other maternal disorders" O6012X9
379 "Other maternal disorders" O692XX2
379 "Other maternal disorders" O758
379 "Other maternal disorders" O88113
379 "Other maternal disorders" O924
394 Syphilis A5043
396 "Gonococcal infection" A5441
934 "Drug-susceptible tuberculosis" A1809
368 "Maternal sepsis and other maternal infections" O2340
369 "Maternal hypertensive disorders" O10219
370 "Maternal obstructed labor and uterine rupture" O322XX4
375 "Indirect maternal deaths" O24319
384 "Hemolytic disease and other neonatal jaundice" P585
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44199
967 "Other benign and in situ neoplasms" N6081
497 "Subarachnoid hemorrhage" I606
527 "Peptic ulcer disease" K271
528 "Gastritis and duodenitis" K298
562 "Opioid use disorders" F11220
563 "Cocaine use disorders" F1422
564 "Amphetamine use disorders" F1522
566 "Other drug use disorders" F13220
592 "Chronic kidney disease due to glomerulonephritis" N05
656 Cellulitis L03113
643 "Congenital heart anomalies" Q223
649 "Congenital musculoskeletal and limb anomalies" Q662
651 "Digestive congenital anomalies" Q401
690 "Pedestrian road injuries" V0110XS
691 "Cyclist road injuries" V105XXA
692 "Motorcyclist road injuries" V205XXA
693 "Motor vehicle road injuries" V305XXA
694 "Other road injuries" V8012XD
705 "Unintentional firearm injuries" W3302XS
707 "Other exposure to mechanical forces" W2101XS
711 "Non-venomous animal contact" W532
721 "Self-harm by firearm" X739XXA
725 "Physical violence by firearm" X949XXA
370 "Maternal obstructed labor and uterine rupture" O642XX4
995 "Maternal abortion and miscarriage" O0336
375 "Indirect maternal deaths" O98219
379 "Other maternal disorders" O093
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P036
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D0472
495 "Ischemic stroke" I63132
566 "Other drug use disorders" F16220
975 "Diabetes mellitus type 1" E1043
976 "Diabetes mellitus type 2" E1143
648 "Other chromosomal abnormalities" Q931
650 "Urogenital congenital anomalies" Q516
690 "Pedestrian road injuries" V0610XS
694 "Other road injuries" V825XXA
707 "Other exposure to mechanical forces" W369XXA
727 "Physical violence by other means" X968XXA
367 "Maternal hemorrhage" O45019
375 "Indirect maternal deaths" O99019
379 "Other maternal disorders" O223
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P128
495 "Ischemic stroke" I6612
566 "Other drug use disorders" F18221
652 "Other congenital birth defects" Q134
707 "Other exposure to mechanical forces" W429
723 "Self-harm by other specified means" X773XXA
727 "Physical violence by other means" Y030
379 "Other maternal disorders" O2640
381 "Neonatal preterm birth" P282
496 "Intracerebral hemorrhage" I69151
657 Pyoderma L02213
650 "Urogenital congenital anomalies" Q646
652 "Other congenital birth defects" Q330
727 "Physical violence by other means" Y07434
379 "Other maternal disorders" O29091
385 "Other neonatal disorders" P0516
379 "Other maternal disorders" O3442
652 "Other congenital birth defects" Q829
707 "Other exposure to mechanical forces" W499
379 "Other maternal disorders" O403XX4
657 Pyoderma L97201
385 "Other neonatal disorders" P526
379 "Other maternal disorders" O6013
379 "Other maternal disorders" O692XX3
379 "Other maternal disorders" O7581
379 "Other maternal disorders" O88119
379 "Other maternal disorders" O925
394 Syphilis A5044
396 "Gonococcal infection" A5442
934 "Drug-susceptible tuberculosis" A181
368 "Maternal sepsis and other maternal infections" O2341
369 "Maternal hypertensive disorders" O1022
370 "Maternal obstructed labor and uterine rupture" O322XX5
375 "Indirect maternal deaths" O2432
384 "Hemolytic disease and other neonatal jaundice" P588
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C442
967 "Other benign and in situ neoplasms" N6082
497 "Subarachnoid hemorrhage" I607
527 "Peptic ulcer disease" K272
528 "Gastritis and duodenitis" K2980
562 "Opioid use disorders" F11221
563 "Cocaine use disorders" F14220
564 "Amphetamine use disorders" F15220
566 "Other drug use disorders" F13221
592 "Chronic kidney disease due to glomerulonephritis" N050
656 Cellulitis L03114
643 "Congenital heart anomalies" Q224
649 "Congenital musculoskeletal and limb anomalies" Q663
651 "Digestive congenital anomalies" Q402
690 "Pedestrian road injuries" V0111
691 "Cyclist road injuries" V105XXD
692 "Motorcyclist road injuries" V205XXD
693 "Motor vehicle road injuries" V305XXD
694 "Other road injuries" V8012XS
705 "Unintentional firearm injuries" W3303
707 "Other exposure to mechanical forces" W2102
711 "Non-venomous animal contact" W5321
721 "Self-harm by firearm" X739XXD
725 "Physical violence by firearm" X949XXD
370 "Maternal obstructed labor and uterine rupture" O642XX5
995 "Maternal abortion and miscarriage" O0337
375 "Indirect maternal deaths" O9822
379 "Other maternal disorders" O0930
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P038
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D048
495 "Ischemic stroke" I63139
566 "Other drug use disorders" F16221
975 "Diabetes mellitus type 1" E1044
976 "Diabetes mellitus type 2" E1144
648 "Other chromosomal abnormalities" Q932
650 "Urogenital congenital anomalies" Q517
690 "Pedestrian road injuries" V0611
694 "Other road injuries" V825XXD
707 "Other exposure to mechanical forces" W369XXD
727 "Physical violence by other means" X968XXD
367 "Maternal hemorrhage" O4502
375 "Indirect maternal deaths" O9902
379 "Other maternal disorders" O2230
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P1281
495 "Ischemic stroke" I6613
566 "Other drug use disorders" F18229
652 "Other congenital birth defects" Q135
707 "Other exposure to mechanical forces" W429XXA
723 "Self-harm by other specified means" X773XXD
727 "Physical violence by other means" Y030XXA
379 "Other maternal disorders" O2641
381 "Neonatal preterm birth" P283
496 "Intracerebral hemorrhage" I69152
657 Pyoderma L02214
650 "Urogenital congenital anomalies" Q647
652 "Other congenital birth defects" Q331
727 "Physical violence by other means" Y07435
379 "Other maternal disorders" O29092
385 "Other neonatal disorders" P0517
379 "Other maternal disorders" O3443
652 "Other congenital birth defects" Q83
707 "Other exposure to mechanical forces" W499XXA
379 "Other maternal disorders" O403XX5
657 Pyoderma L97202
385 "Other neonatal disorders" P528
379 "Other maternal disorders" O6013X0
379 "Other maternal disorders" O692XX4
379 "Other maternal disorders" O7582
379 "Other maternal disorders" O8812
379 "Other maternal disorders" O926
394 Syphilis A5045
396 "Gonococcal infection" A5443
934 "Drug-susceptible tuberculosis" A1810
368 "Maternal sepsis and other maternal infections" O2342
369 "Maternal hypertensive disorders" O1023
370 "Maternal obstructed labor and uterine rupture" O322XX9
375 "Indirect maternal deaths" O2433
384 "Hemolytic disease and other neonatal jaundice" P589
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4420
967 "Other benign and in situ neoplasms" N6089
497 "Subarachnoid hemorrhage" I608
527 "Peptic ulcer disease" K273
528 "Gastritis and duodenitis" K2981
562 "Opioid use disorders" F11222
563 "Cocaine use disorders" F14221
564 "Amphetamine use disorders" F15221
566 "Other drug use disorders" F13229
592 "Chronic kidney disease due to glomerulonephritis" N051
656 Cellulitis L03115
643 "Congenital heart anomalies" Q225
649 "Congenital musculoskeletal and limb anomalies" Q664
651 "Digestive congenital anomalies" Q403
690 "Pedestrian road injuries" V0111XA
691 "Cyclist road injuries" V105XXS
692 "Motorcyclist road injuries" V205XXS
693 "Motor vehicle road injuries" V305XXS
694 "Other road injuries" V802
705 "Unintentional firearm injuries" W3303XA
707 "Other exposure to mechanical forces" W2102XA
711 "Non-venomous animal contact" W5321XA
721 "Self-harm by firearm" X739XXS
725 "Physical violence by firearm" X949XXS
370 "Maternal obstructed labor and uterine rupture" O642XX9
995 "Maternal abortion and miscarriage" O0338
375 "Indirect maternal deaths" O9823
379 "Other maternal disorders" O0931
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P0381
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D049
495 "Ischemic stroke" I6319
566 "Other drug use disorders" F16229
975 "Diabetes mellitus type 1" E1049
976 "Diabetes mellitus type 2" E1149
648 "Other chromosomal abnormalities" Q933
650 "Urogenital congenital anomalies" Q518
690 "Pedestrian road injuries" V0611XA
694 "Other road injuries" V825XXS
707 "Other exposure to mechanical forces" W369XXS
727 "Physical violence by other means" X968XXS
367 "Maternal hemorrhage" O45021
375 "Indirect maternal deaths" O9903
379 "Other maternal disorders" O2231
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P1289
495 "Ischemic stroke" I6619
566 "Other drug use disorders" F1824
652 "Other congenital birth defects" Q138
707 "Other exposure to mechanical forces" W429XXD
723 "Self-harm by other specified means" X773XXS
727 "Physical violence by other means" Y030XXD
379 "Other maternal disorders" O2642
381 "Neonatal preterm birth" P284
496 "Intracerebral hemorrhage" I69153
657 Pyoderma L02215
650 "Urogenital congenital anomalies" Q6470
652 "Other congenital birth defects" Q332
727 "Physical violence by other means" Y07436
379 "Other maternal disorders" O29093
385 "Other neonatal disorders" P0518
379 "Other maternal disorders" O345
652 "Other congenital birth defects" Q830
707 "Other exposure to mechanical forces" W499XXD
379 "Other maternal disorders" O403XX9
657 Pyoderma L97203
385 "Other neonatal disorders" P529
379 "Other maternal disorders" O6013X1
379 "Other maternal disorders" O692XX5
379 "Other maternal disorders" O7589
379 "Other maternal disorders" O8813
379 "Other maternal disorders" O927
394 Syphilis A5049
396 "Gonococcal infection" A5449
934 "Drug-susceptible tuberculosis" A1811
368 "Maternal sepsis and other maternal infections" O2343
369 "Maternal hypertensive disorders" O103
370 "Maternal obstructed labor and uterine rupture" O323
375 "Indirect maternal deaths" O244
384 "Hemolytic disease and other neonatal jaundice" P59
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44201
967 "Other benign and in situ neoplasms" N609
497 "Subarachnoid hemorrhage" I609
527 "Peptic ulcer disease" K274
528 "Gastritis and duodenitis" K299
562 "Opioid use disorders" F11229
563 "Cocaine use disorders" F14222
564 "Amphetamine use disorders" F15222
566 "Other drug use disorders" F1323
592 "Chronic kidney disease due to glomerulonephritis" N052
656 Cellulitis L03116
643 "Congenital heart anomalies" Q226
649 "Congenital musculoskeletal and limb anomalies" Q665
651 "Digestive congenital anomalies" Q408
690 "Pedestrian road injuries" V0111XD
691 "Cyclist road injuries" V109
692 "Motorcyclist road injuries" V209
693 "Motor vehicle road injuries" V306
694 "Other road injuries" V8021
705 "Unintentional firearm injuries" W3303XD
707 "Other exposure to mechanical forces" W2102XD
711 "Non-venomous animal contact" W5321XD
721 "Self-harm by firearm" X74
725 "Physical violence by firearm" X95
370 "Maternal obstructed labor and uterine rupture" O643
995 "Maternal abortion and miscarriage" O0339
375 "Indirect maternal deaths" O983
379 "Other maternal disorders" O0932
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P03810
495 "Ischemic stroke" I632
566 "Other drug use disorders" F1624
975 "Diabetes mellitus type 1" E105
976 "Diabetes mellitus type 2" E115
648 "Other chromosomal abnormalities" Q934
650 "Urogenital congenital anomalies" Q5181
690 "Pedestrian road injuries" V0611XD
694 "Other road injuries" V826
707 "Other exposure to mechanical forces" W37
727 "Physical violence by other means" X969
367 "Maternal hemorrhage" O45022
375 "Indirect maternal deaths" O991
379 "Other maternal disorders" O2232
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P129
495 "Ischemic stroke" I662
566 "Other drug use disorders" F1825
652 "Other congenital birth defects" Q1381
707 "Other exposure to mechanical forces" W429XXS
723 "Self-harm by other specified means" X778
727 "Physical violence by other means" Y030XXS
379 "Other maternal disorders" O2643
381 "Neonatal preterm birth" P285
496 "Intracerebral hemorrhage" I69154
657 Pyoderma L02216
650 "Urogenital congenital anomalies" Q6471
652 "Other congenital birth defects" Q333
727 "Physical violence by other means" Y0749
379 "Other maternal disorders" O29099
385 "Other neonatal disorders" P052
379 "Other maternal disorders" O3451
652 "Other congenital birth defects" Q831
707 "Other exposure to mechanical forces" W499XXS
379 "Other maternal disorders" O409
657 Pyoderma L97204
385 "Other neonatal disorders" P53
379 "Other maternal disorders" O6013X2
379 "Other maternal disorders" O692XX9
379 "Other maternal disorders" O759
379 "Other maternal disorders" O882
394 Syphilis A505
396 "Gonococcal infection" A545
934 "Drug-susceptible tuberculosis" A1812
368 "Maternal sepsis and other maternal infections" O235
369 "Maternal hypertensive disorders" O1031
370 "Maternal obstructed labor and uterine rupture" O323XX0
375 "Indirect maternal deaths" O2441
384 "Hemolytic disease and other neonatal jaundice" P590
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44202
527 "Peptic ulcer disease" K275
562 "Opioid use disorders" F1123
563 "Cocaine use disorders" F14229
564 "Amphetamine use disorders" F15229
566 "Other drug use disorders" F13230
592 "Chronic kidney disease due to glomerulonephritis" N053
656 Cellulitis L03119
643 "Congenital heart anomalies" Q228
649 "Congenital musculoskeletal and limb anomalies" Q6650
651 "Digestive congenital anomalies" Q409
690 "Pedestrian road injuries" V0111XS
691 "Cyclist road injuries" V109XXA
692 "Motorcyclist road injuries" V209XXA
693 "Motor vehicle road injuries" V306XXA
694 "Other road injuries" V8021XA
705 "Unintentional firearm injuries" W3303XS
707 "Other exposure to mechanical forces" W2102XS
711 "Non-venomous animal contact" W5321XS
721 "Self-harm by firearm" X740
725 "Physical violence by firearm" X950
370 "Maternal obstructed labor and uterine rupture" O643XX0
995 "Maternal abortion and miscarriage" O034
375 "Indirect maternal deaths" O9831
379 "Other maternal disorders" O0933
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P03811
